ID_MARK,Марка,Марка кириллица,Популярная марка,Страна,Год марки от,Год марки до,MODEL_ID,Модель,Модель кириллица,Класс,Год модели от,Год модели до
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_SLC_KLASSE_AMG,SLC AMG,CЛЦ-класс AMG,F,2016,2020
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_SLK_KLASSE,SLK-Класс,СЛК-класс,F,1996,2016
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_SLK_KLASSE_AMG,SLK-Класс AMG,СЛК-класс АМГ,F,2001,2016
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_SLR_KLASSE,SLR McLaren,SLR Макларен,F,2003,2009
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_SLS_AMG,SLS AMG,SLS AMG,F,2010,2014
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_SL_KLASSE,SL-Класс,SL-класс,F,1954,2020
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_SL_KLASSE_AMG,SL-Класс AMG,СЛ-класс АМГ,F,1993,2025
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_S_CLASS_MAYBACH,Maybach S-Класс,Майбах Эс-Класс,F,2014,2025
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_S_KLASSE,S-Класс,S-класс,F,1972,2025
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_S_KLASSE_AMG,S-Класс AMG,S-класс АМГ,F,1999,2025
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_T_KLASSE,T-Класс,Т-класс,F,2022,2025
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_VANEO,Vaneo,Ванео,F,2001,2005
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_VIANO,Viano,Виано,F,2003,2014
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_VITO,Vito,вито,F,1996,2025
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_V_KLASSE,V-Класс,V-класс,F,1996,2025
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_W100,W100,в100,F,1964,1981
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_W105,W105,в105,F,1956,1959
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_W108,W108,в108,F,1965,1972
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_W110,W110,в110,F,1961,1968
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_W111,W111,W111,F,1959,1971
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_W114,W114,W114,F,1968,1977
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_W115,W115,W115,F,1968,1977
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_W120,W120,в120,F,1953,1962
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_W121,W121,W121,F,1959,1961
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_W123,W123,W123,F,1975,1985
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_W124,W124,W124,F,1984,1993
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_W128,W128,W128,F,1958,1960
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_W136,W136,в136,F,1936,1955
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_W138,W138,В138,F,1935,1940
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_W142,W142,в142,F,1937,1942
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_W180,W180,В180,F,1954,1959
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_W186,W186,в186,F,1951,1957
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_W188,W188,в188,F,1951,1958
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_W189,W189,в189,F,1957,1962
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_W191,W191,в191,F,1949,1952
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_W201,190 (W201),190,F,1982,1993
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_W21,W21,в21,F,1933,1936
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_W29,W29,в29,F,1934,1936
MERCEDES,Mercedes-Benz,Мерседес-Бенц,1,Германия,1904,2025,MERCEDES_X_KLASSE,X-Класс,X-класс,F,2017,2020
MERCURY,Mercury,Меркури,0,США,1949,2011,MERCURY_CAPRI,Capri,Капри,C,1990,1995
MERCURY,Mercury,Меркури,0,США,1949,2011,MERCURY_COLONY_PARK,Colony Park,Колони Парк,C,1969,1978
MERCURY,Mercury,Меркури,0,США,1949,2011,MERCURY_COUGAR,Cougar,Когуар,C,1977,2002
MERCURY,Mercury,Меркури,0,США,1949,2011,MERCURY_EIGHT,Eight,Эйт,C,1949,1951
MERCURY,Mercury,Меркури,0,США,1949,2011,MERCURY_GRAND_MARQUIS,Grand Marquis,Гранд Маркиз,C,1983,2011
MERCURY,Mercury,Меркури,0,США,1949,2011,MERCURY_MARAUDER,Marauder,Марадер,C,2002,2004
MERCURY,Mercury,Меркури,0,США,1949,2011,MERCURY_MARINER,Mariner,Маринер,C,2004,2010
MERCURY,Mercury,Меркури,0,США,1949,2011,MERCURY_MARQUIES,Marquis,Маркиз,C,1979,1986
MERCURY,Mercury,Меркури,0,США,1949,2011,MERCURY_MILAN,Milan,Милан,C,2005,2010
MERCURY,Mercury,Меркури,0,США,1949,2011,MERCURY_MONTEGO,Montego,Монтего,C,1967,2007
MERCURY,Mercury,Меркури,0,США,1949,2011,MERCURY_MONTEREY,Monterey,Монтерей,C,1952,2007
MERCURY,Mercury,Меркури,0,США,1949,2011,MERCURY_MOUNTAINEER,Mountaineer,Моунтайнер,C,1996,2010
MERCURY,Mercury,Меркури,0,США,1949,2011,MERCURY_MYSTIQUE,Mystique,Мистик,C,1994,2000
MERCURY,Mercury,Меркури,0,США,1949,2011,MERCURY_SABLE,Sable,Сабл,C,1986,2009
MERCURY,Mercury,Меркури,0,США,1949,2011,MERCURY_TOPAZ,Topaz,Топаз,C,1983,1994
MERCURY,Mercury,Меркури,0,США,1949,2011,MERCURY_TRACER,Tracer,Трейсер,C,1991,1999
MERCURY,Mercury,Меркури,0,США,1949,2011,MERCURY_VILLAGER,Villager,Виладжер,C,1992,2002
MERKUR,Merkur,Меркур,0,США,1985,1989,MERKUR_XR4TI,XR4Ti,ИксР4ТИ,S,1985,1989
MESSERSCHMITT,Messerschmitt,Мессершмитт,0,Германия,1952,1964,MESSERSCHMITT_KR200,KR200,КР200,A,1952,1964
METROCAB,Metrocab,Метрокэб,0,Великобритания,1987,2006,METROCAB_METROCAB_1,Metrocab I,Метрокаб 1,E,1987,2000
METROCAB,Metrocab,Метрокэб,0,Великобритания,1987,2006,METROCAB_METROCAB_II_TTT,Metrocab II (TTT),Метрокаб 2,E,2001,2006
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_3,3,3,D,2011,2025
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_350,350,350,D,2010,2015
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_4_EV,4 EV,4 ЕВ,D,2022,2025
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_5,5,5,D,2013,2025
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_550,550,550,D,2009,2017
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_5_EV,5 EV,5 ЕВ,D,2020,2025
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_5_SCORPIO,5 Scorpio,5 Скорпио,D,2022,2025
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_6,6,6,D,2010,2025
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_6_PRO,6 Pro,6 Про,D,2021,2025
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_7,7,7,D,2023,2025
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_750,750,750,D,2006,2016
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_CYBERSTER,Cyberster,Киберстер,D,2023,2025
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_ES5,ES5,ЕС5,D,2024,2025
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_F,F,ф,D,1995,2002
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_GS,GS,Джи Эс,D,2015,2019
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_HS,HS,ХС,D,2018,2025
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_MAESTRO,Maestro,Маэстро,D,1983,1990
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_METRO,Metro,Метро,D,1982,1990
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_MGA,MGA,МГА,D,1955,1962
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_MGB,MGB,мгб,D,1966,1980
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_MIDGET,Midget,Миджет,D,1964,1979
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_MONTEGO,Montego,Монтего,D,1984,1990
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_MULAN,Mulan,Мулан,D,2022,2023
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_ONE,One,Уан,D,2021,2025
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_PILOT,Pilot,Пилот,D,2020,2025
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_RV8,RV8,рв8,D,1992,1995
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_RX5,RX5,РХ5,D,2016,2025
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_RX8,RX8,РИкс8,D,2018,2025
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_RX9,RX9,rx9,D,2024,2025
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_T60,T60,Т60,D,2021,2025
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_TD_MIDGET,TD Midget,ТД-Миджет,D,1950,1953
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_TF,TF,тф,D,2002,2005
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_XPOWER_SV,Xpower SV,хпауер св,D,2003,2005
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_ZR,ZR,зр,D,2001,2005
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_ZS,ZS,зс,D,2001,2025
MG,MG,Эм-Джи,0,Великобритания,1950,2025,MG_ZT,ZT,ЗТ,D,2001,2005
MICRO,Micro,Микро,0,Швейцария,2022,2025,MICRO_MICROLINO,Microlino,Микролино,A,2022,2025
MICROCAR,Microcar,Микрокар,0,Франция,1999,2025,MICROCAR_F8C,F8C,ф8с,A,2009,2015
MICROCAR,Microcar,Микрокар,0,Франция,1999,2025,MICROCAR_M8,M8,м8,A,2009,2015
MICROCAR,Microcar,Микрокар,0,Франция,1999,2025,MICROCAR_MC,MC,мс,A,2000,2008
MICROCAR,Microcar,Микрокар,0,Франция,1999,2025,MICROCAR_MGO,M.Go,м.го,A,2009,2025
MICROCAR,Microcar,Микрокар,0,Франция,1999,2025,MICROCAR_VIRGO,Virgo,вирго,A,1999,2003
MINELLI,Minelli,Минелли,0,Швейцария,1998,2001,MINELLI_TF_1800,TF 1800,тф 1800,S,1998,2001
MINI,Mini,Мини,0,Великобритания,2000,2025,MINI_ACEMAN,Aceman,Эйсмэн,B,2024,2025
MINI,Mini,Мини,0,Великобритания,2000,2025,MINI_CABRIO,Cabrio,Cabrio,B,2004,2025
MINI,Mini,Мини,0,Великобритания,2000,2025,MINI_CLUBMAN,Clubman,Клубмэн,B,2007,2025
MINI,Mini,Мини,0,Великобритания,2000,2025,MINI_COUNTRYMAN,Countryman,Кантримэн,B,2010,2025
MINI,Mini,Мини,0,Великобритания,2000,2025,MINI_COUPE,Coupe,Купе,B,2011,2015
MINI,Mini,Мини,0,Великобритания,2000,2025,MINI_HATCH,Hatch,Хэтч,B,2000,2025
MINI,Mini,Мини,0,Великобритания,2000,2025,MINI_PACEMAN,Paceman,Пейсмэн,B,2012,2016
MINI,Mini,Мини,0,Великобритания,2000,2025,MINI_ROADSTER,Roadster,Родстер,B,2012,2015
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_3000_GT,3000 GT,3000,M,1990,2001
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_500,500,500,M,1960,1962
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_AIRTREK,Airtrek,Аиртрек,M,2001,2023
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_ASPIRE,Aspire,Аспайр,M,1998,2003
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_ASX,ASX,ASX,M,2010,2025
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_ATTRAGE,Attrage,Аттраж,M,2014,2025
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_BRABO,Bravo,Браво,M,1991,1999
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_CARISMA,Carisma,Каризма,M,1995,2004
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_CELESTE,Celeste,Селест,M,1975,1981
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_CHALLENGER,Challenger,Челленджер,M,1996,2015
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_CHARIOT,Chariot,Шариот,M,1983,2003
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_COLT,Colt,Кольт,M,1978,2025
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_CORDIA,Cordia,Кордия,M,1982,1990
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_DEBONAIR,Debonair,дебонаир,M,1986,1999
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_DELICA,Delica,Делика,M,1979,2019
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_DELICA_D2,Delica D:2,Делика Д:2,M,2011,2025
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_DELICA_D3,Delica D:3,Делика Д:3,M,2011,2019
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_DELICA_D_5,Delica D:5,Дулика Д:5,M,2007,2025
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_DELICA_MINI,Delica Mini,Делика Мини,M,2023,2025
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_DESTINATOR,Destinator,Дестинатор,M,2025,2025
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_DIAMANTE,Diamante,Диамант,M,1990,2005
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_DIGNITY,Dignity,Дигнити,M,1999,2016
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_DINGO,Dingo,Динго,M,1998,2003
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_DION,Dion,Дион,M,2000,2005
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_ECLIPSE,Eclipse,Эклипс,M,1989,2011
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_ECLIPSE_CROSS,Eclipse Cross,Эклипс Кросс,M,2017,2025
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_EK_ACTIVE,eK Active,еК Актив,M,2004,2006
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_EK_CLASSIC,eK Classic,еК Классик,M,2003,2005
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_EK_CUSTOM,eK Custom,еК Кастом,M,2013,2019
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_EK_SPACE,eK Space,еК Спейс,M,2014,2025
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_EK_SPORT,eK Sport,еК Спорт,M,2002,2013
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_EK_WAGON,eK Wagon,eK Вагон,M,2001,2025
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_EMERAUDE,Emeraude,Эмерауд,M,1992,1996
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_ENDEAVOR,Endeavor,Эндевор,M,2003,2011
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_ETERNA,Eterna,Этерна,M,1983,1996
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_FREECA,Freeca,фриса,M,1997,2017
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_FTO,FTO,FTO,M,1994,2001
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_GALANT,Galant,Галант,M,1976,2012
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_GALANT_FORTIS,Galant Fortis,Галант Фортис,M,2007,2015
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_GRANDIS,Grandis,Грандис,M,2003,2025
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_GTO,GTO,GTO,M,1990,2005
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_I,i,i,M,2006,2013
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_I_MIEV,i-MiEV,i-MiEV,M,2009,2015
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_JEEP_J,Jeep J,Джип,M,1953,1998
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_L200,L200,Л200,M,1986,2025
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_L300,L300,л300,M,1979,1999
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_L400,L400,л400,M,1995,2006
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_LANCER,Lancer,Лансер,M,1973,2017
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_LANCER_CARGO,Lancer Cargo,Лансер Карго,M,2002,2019
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_LANCER_EVOLUTION,Lancer Evolution,Лансер Эволюшн,M,1992,2016
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_LANCER_RALLIART,Lancer Ralliart,Лансер Раллиарт,M,2003,2012
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_LEGNUM,Legnum,Легнум,M,1996,2002
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_LIBERO,Libero,Либеро,M,1992,2003
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_MINICA,Minica,Миника,M,1984,2011
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_MINICAB,Minicab,Миникэб,M,1984,2025
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_MIRAGE,Mirage,Мираж,M,1978,2025
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_MONTERO,Montero,Монтеро,M,1982,2021
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_MONTERO_SPORT,Montero Sport,Монтеро Спорт,M,1996,2025
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_OUTLANDER,Outlander,Аутлендер,M,2002,2025
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_OUTLANDER_SPORT,Outlander Sport,Аутлендер Спорт,M,2010,2025
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_PAJERO,Pajero,Паджеро,M,1982,2022
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_PAJERO_IO,Pajero iO,Паджеро iO,M,1998,2007
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_PAJERO_JUNIOR,Pajero Junior,Паджеро Джуниор,M,1995,1998
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_PAJERO_MINI,Pajero Mini,Паджеро Мини,M,1994,2012
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_PAJERO_PININ,Pajero Pinin,Паджеро Пинин,M,1998,2006
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_PAJERO_SPORT,Pajero Sport,Паджеро Спорт,M,1998,2025
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_PISTACHIO,Pistachio,Писташио,M,1999,2000
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_PROUDIA,Proudia,Прудия,M,1999,2016
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_RAIDER,Raider,Рэйдер,M,2006,2009
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_RVR,RVR,РВР,M,1991,2024
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_SAPPORO,Sapporo,Саппоро,M,1978,1990
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_SAVRIN,Savrin,саврин,M,2001,2014
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_SIGMA,Sigma,Сигма,M,1990,1996
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_SPACE_GEAR,Space Gear,Спайс Гир,M,1994,2007
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_SPACE_RUNNER,Space Runner,Спайс Раннер,M,1991,2002
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_SPACE_STAR,Space Star,Спайс Стар,M,1998,2025
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_SPACE_WAGON,Space Wagon,Спайс Вагон,M,1984,2004
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_STARION,Starion,Старион,M,1982,1990
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_STRADA,Strada,Страда,M,1991,2005
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_TOPPO,Toppo,Топпо,M,1990,2013
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_TOWN_BOX,Town Box,Таун Бокс,M,1999,2025
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_TREDIA,Tredia,Тредия,M,1982,1987
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_TRITON,Triton,Тритон,M,2006,2025
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_XFORCE,Xforce,Иксфорс,M,2023,2025
MITSUBISHI,Mitsubishi,Митсубиси,1,Япония,1953,2025,MITSUBISHI_XPANDER,Xpander,хпандер,M,2017,2025
MITSUOKA,Mitsuoka,Мицуока,0,Япония,1987,2025,MITSUOKA_BUBU_CLASSIC_SSK,Bubu Classic SSK,Бубу Классик ССК,D,1987,1989
MITSUOKA,Mitsuoka,Мицуока,0,Япония,1987,2025,MITSUOKA_BUDDY,Buddy,Бадди,D,2020,2025
MITSUOKA,Mitsuoka,Мицуока,0,Япония,1987,2025,MITSUOKA_GALUE,Galue,Галю,D,1998,2020
MITSUOKA,Mitsuoka,Мицуока,0,Япония,1987,2025,MITSUOKA_GALUE_204,Galue 204,Галю 204,D,2008,2014
MITSUOKA,Mitsuoka,Мицуока,0,Япония,1987,2025,MITSUOKA_HIMIKO,Himiko,Химико,D,2008,2025
MITSUOKA,Mitsuoka,Мицуока,0,Япония,1987,2025,MITSUOKA_LE_SEYDE,Le-Seyde,Ле-Сейд,D,1990,2004
MITSUOKA,Mitsuoka,Мицуока,0,Япония,1987,2025,MITSUOKA_LIKE,Like,лайк,D,2010,2012
MITSUOKA,Mitsuoka,Мицуока,0,Япония,1987,2025,MITSUOKA_M55,M55,М55,D,2024,2025
MITSUOKA,Mitsuoka,Мицуока,0,Япония,1987,2025,MITSUOKA_MC_1,MC-1,мс 1,D,1998,2007
MITSUOKA,Mitsuoka,Мицуока,0,Япония,1987,2025,MITSUOKA_NOUERA,Nouera,Ноуера,D,2003,2012
MITSUOKA,Mitsuoka,Мицуока,0,Япония,1987,2025,MITSUOKA_OROCHI,Orochi,Орочи,D,2006,2014
MITSUOKA,Mitsuoka,Мицуока,0,Япония,1987,2025,MITSUOKA_RAY,Ray,Рэй,D,1996,2004
MITSUOKA,Mitsuoka,Мицуока,0,Япония,1987,2025,MITSUOKA_ROCK_STAR,Rock Star,Рок Стар,D,2018,2022
MITSUOKA,Mitsuoka,Мицуока,0,Япония,1987,2025,MITSUOKA_RYOGA,Ryoga,Риога,D,1998,2004
MITSUOKA,Mitsuoka,Мицуока,0,Япония,1987,2025,MITSUOKA_RYUGI,Ryugi,Рууги,D,2015,2025
MITSUOKA,Mitsuoka,Мицуока,0,Япония,1987,2025,MITSUOKA_VIEWT,Viewt,Вьювт,D,1993,2025
