ID_MARK,Марка,Марка кириллица,Популярная марка,Страна,Год марки от,Год марки до,MODEL_ID,Модель,Модель кириллица,Класс,Год модели от,Год модели до
CHRYSLER,Chrysler,Крайслер,0,США,1924,2025,CHRYSLER_STRATUS,Stratus,Стратус,D,1994,2000
CHRYSLER,Chrysler,Крайслер,0,США,1924,2025,CHRYSLER_TC_BY_MASERATI,TC by Maserati,ТЦ бай Мазерати,D,1989,1991
CHRYSLER,Chrysler,Крайслер,0,США,1924,2025,CHRYSLER_TOWN_AND_COUNTRY,Town & Country,Таун Кантри,D,1941,2016
CHRYSLER,Chrysler,Крайслер,0,США,1924,2025,CHRYSLER_VIPER,Viper,Вайпер,D,1992,2002
CHRYSLER,Chrysler,Крайслер,0,США,1924,2025,CHRYSLER_VISION,Vision,Вижн,D,1992,1997
CHRYSLER,Chrysler,Крайслер,0,США,1924,2025,CHRYSLER_VOYAGER,Voyager,Вояджер,D,1984,2025
CHRYSLER,Chrysler,Крайслер,0,США,1924,2025,CHRYSLER_WINDSOR,Windsor,виндсор,D,1953,1954
CHRYSLER,Chrysler,Крайслер,0,США,1924,2025,CHRYSLER_YPSILON,Ypsilon,Ипсилон,D,2011,2017
CIIMO,Ciimo (Dongfeng-Honda),Циимо,0,Китай,2019,2025,CIIMO_M_NV,M-NV,М-НВ,B,2020,2025
CIIMO,Ciimo (Dongfeng-Honda),Циимо,0,Китай,2019,2025,CIIMO_X_NV,X-NV,X-NV,B,2019,2021
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_2CV,2 CV,Де Шво,M,1963,1990
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_AMI,Ami,AMI,M,1961,1978
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_AMI_EV,Ami EV,Ами ЕВ,M,2020,2025
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_AX,AX,Ax,M,1986,1998
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_BASALT,Basalt,Базальт,M,2024,2025
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_BERLINGO,Berlingo,Берлинго,M,1996,2025
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_BX,BX,Bx,M,1982,1994
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_C1,C1,C1,M,2005,2022
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_C2,C2,C2,M,2003,2009
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_C3,C3,C3,M,2002,2025
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_C3L,C3L,с3л,M,2020,2021
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_C3_AIRCROSS,C3 Aircross,C3 Аиркросс,M,2017,2025
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_C3_PICASSO,C3 Picasso,C3 Пикассо,M,2008,2017
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_C3_XR,C3-XR,С3-ИксР,M,2014,2023
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_C4,C4,C4,M,2004,2025
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_C4_AIRCROSS,C4 Aircross,с4 аиркросс,M,2012,2017
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_C4_CACTUS,C4 Cactus,C4 Кактус,M,2014,2025
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_C4_PICASSO,C4 Picasso,C4 Пикассо,M,2006,2018
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_C4_SPACETOURER,C4 SpaceTourer,С4 Спейстурер,M,2018,2022
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_C5,C5,C5,M,2000,2017
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_C5_AIRCROSS,C5 Aircross,C5 Аиркросс,M,2018,2025
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_C5_X,C5 X,C5 Икс,M,2021,2025
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_C6,C6,C6,M,2004,2023
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_C8,C8,C8,M,2002,2014
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_CX,CX,Cx,M,1974,1991
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_C_CROSSER,C-Crosser,Си кроссер,M,2007,2013
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_C_ELYSEE,C-Elysee,Си Элизи,M,2012,2022
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_C_QUATRE,C-Quatre,ц-куатре,M,2008,2016
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_C_TRIOMPHE,C-Triomphe,ц-триомфе,M,2006,2010
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_C_ZERO,C-ZERO,ц-зеро,M,2010,2012
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_DS,DS,дс,M,1955,1976
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_DS3,DS3,DS3,M,2009,2015
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_DS4,DS4,DS4,M,2010,2015
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_DS5,DS5,дс5,M,2012,2015
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_DYANE,Dyane,Дайан,M,1967,1984
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_EVASION,Evasion,Эвазион,M,1994,2002
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_E_MEHARI,E-Mehari,Е-Мехари,M,2016,2019
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_GS,GS,GS,M,1971,1986
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_JUMPY,Jumpy,Джампи,M,1994,2025
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_LN,LN,лн,M,1976,1986
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_NEMO,Nemo,немо,M,2007,2017
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_SAXO,Saxo,Саксо,M,1996,2003
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_SM,SM,см,M,1970,1975
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_SPACETOURER,SpaceTourer,Спейс турер,M,2016,2025
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_TRACTION_AVANT,Traction Avant,трекшн авант,M,1934,1957
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_VISA,Visa,Виза,M,1978,1991
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_XANTIA,Xantia,Ксантия,M,1992,2002
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_XM,XM,XM,M,1989,2000
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_XSARA,Xsara,Ксара,M,1997,2006
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_XSARA_PICASSO,Xsara Picasso,Ксара Пикассо,M,1999,2012
CITROEN,Citroen,Ситроен,1,Франция,1934,2025,CITROEN_ZX,ZX,ZX,M,1991,1998
CIZETA,Cizeta,Чизета,0,Италия,1991,1995,CIZETA_V16T,V16t,в16т,S,1991,1995
CODA,Coda,Кода,0,США,2012,2013,CODA_EV,EV,ЕВ,D,2012,2013
COGGIOLA,Coggiola,Коджиола,0,Италия,2000,2016,COGGIOLA_T_REX,T Rex,т рекс,J,2000,2016
CORD,Cord,Корд,0,США,1929,1932,CORD_L_29,L-29,Л-29,F,1929,1932
COWIN,Cowin,Ковин,0,Китай,2020,2022,COWIN_SHOWJET,Showjet,Шоуджет,B,2020,2022
CUPRA,Cupra,Купра,0,Испания,2018,2025,CUPRA_ATECA,Ateca,Атека,C,2018,2025
CUPRA,Cupra,Купра,0,Испания,2018,2025,CUPRA_BORN,Born,борн,C,2021,2025
CUPRA,Cupra,Купра,0,Испания,2018,2025,CUPRA_FORMENTOR,Formentor,Форментор,C,2020,2025
CUPRA,Cupra,Купра,0,Испания,2018,2025,CUPRA_LEON,Leon,леон,C,2020,2025
CUPRA,Cupra,Купра,0,Испания,2018,2025,CUPRA_TAVASCAN,Tavascan,Таваскан,C,2023,2025
CUPRA,Cupra,Купра,0,Испания,2018,2025,CUPRA_TERRAMAR,Terramar,Террамар,C,2024,2025
DACIA,Dacia,Дачия,0,Румыния,1969,2025,DACIA_1300,1300,1300,B,1969,1978
DACIA,Dacia,Дачия,0,Румыния,1969,2025,DACIA_1310,1310,1310,B,1979,2004
DACIA,Dacia,Дачия,0,Румыния,1969,2025,DACIA_1410,1410,1410,B,1984,2004
DACIA,Dacia,Дачия,0,Румыния,1969,2025,DACIA_BIGSTER,Bigster,Бигстер,B,2024,2025
DACIA,Dacia,Дачия,0,Румыния,1969,2025,DACIA_DOKKER,Dokker,Доккер,B,2012,2021
DACIA,Dacia,Дачия,0,Румыния,1969,2025,DACIA_DUSTER,Duster,Дастер,B,2010,2025
DACIA,Dacia,Дачия,0,Румыния,1969,2025,DACIA_JOGGER,Jogger,Джоггер,B,2021,2025
DACIA,Dacia,Дачия,0,Румыния,1969,2025,DACIA_LODGY,Lodgy,Лоджи,B,2012,2022
DACIA,Dacia,Дачия,0,Румыния,1969,2025,DACIA_LOGAN,Logan,Логан,B,2004,2025
DACIA,Dacia,Дачия,0,Румыния,1969,2025,DACIA_NOVA,Nova,Нова,B,1995,2000
DACIA,Dacia,Дачия,0,Румыния,1969,2025,DACIA_PICK_UP,Pick-Up,Пик-Ап,B,1975,2006
DACIA,Dacia,Дачия,0,Румыния,1969,2025,DACIA_SANDERO,Sandero,Сандэро,B,2007,2025
DACIA,Dacia,Дачия,0,Румыния,1969,2025,DACIA_SOLENZA,Solenza,Соленза,B,2003,2005
DACIA,Dacia,Дачия,0,Румыния,1969,2025,DACIA_SPRING,Spring,Спринг,B,2021,2025
DACIA,Dacia,Дачия,0,Румыния,1969,2025,DACIA_SUPERNOVA,SuperNova,СуперНова,B,2000,2003
DADI,Dadi,Дади,0,Китай,2004,2007,DADI_CITY_LEADING,City Leading,Сити Лидин,J,2004,2007
DADI,Dadi,Дади,0,Китай,2004,2007,DADI_SHUTTLE,Shuttle,Шаттл,J,2005,2007
DADI,Dadi,Дади,0,Китай,2004,2007,DADI_SMOOTHING,Smoothing,Смуфин,J,2006,2007
DAEWOO,Daewoo,Дэу,1,Южная Корея,1981,2016,DAEWOO_ALPHEON,Alpheon,Алфеон,C,2010,2015
DAEWOO,Daewoo,Дэу,1,Южная Корея,1981,2016,DAEWOO_ARCADIA,Arcadia,Аркадия,C,1994,1999
DAEWOO,Daewoo,Дэу,1,Южная Корея,1981,2016,DAEWOO_CHAIRMAN,Chairman,Чаирман,C,1999,2002
DAEWOO,Daewoo,Дэу,1,Южная Корея,1981,2016,DAEWOO_DAMAS,Damas,Дамас,C,1991,2011
DAEWOO,Daewoo,Дэу,1,Южная Корея,1981,2016,DAEWOO_ESPERO,Espero,Эсперо,C,1990,1999
DAEWOO,Daewoo,Дэу,1,Южная Корея,1981,2016,DAEWOO_EVANDA,Evanda,Эванда,C,2002,2005
DAEWOO,Daewoo,Дэу,1,Южная Корея,1981,2016,DAEWOO_G2X,G2X,G2X,C,2007,2008
DAEWOO,Daewoo,Дэу,1,Южная Корея,1981,2016,DAEWOO_GENTRA,Gentra,Джентра,C,2005,2015
DAEWOO,Daewoo,Дэу,1,Южная Корея,1981,2016,DAEWOO_KALOS,Kalos,Калос,C,2002,2007
DAEWOO,Daewoo,Дэу,1,Южная Корея,1981,2016,DAEWOO_KORANDO,Korando,Корандо,C,1999,2001
DAEWOO,Daewoo,Дэу,1,Южная Корея,1981,2016,DAEWOO_LACETTI,Lacetti,Лачетти,C,2002,2010
DAEWOO,Daewoo,Дэу,1,Южная Корея,1981,2016,DAEWOO_LACETTI_PREMIERE,Lacetti Premiere,Лачетти Премьер,C,2008,2011
DAEWOO,Daewoo,Дэу,1,Южная Корея,1981,2016,DAEWOO_LANOS,Lanos,Ланос,C,1997,2008
DAEWOO,Daewoo,Дэу,1,Южная Корея,1981,2016,DAEWOO_LEGANZA,Leganza,Леганза,C,1997,2008
DAEWOO,Daewoo,Дэу,1,Южная Корея,1981,2016,DAEWOO_LE_MANS,LeMans,Леманс,C,1986,1994
DAEWOO,Daewoo,Дэу,1,Южная Корея,1981,2016,DAEWOO_MAGNUS,Magnus,Магнус,C,2000,2006
DAEWOO,Daewoo,Дэу,1,Южная Корея,1981,2016,DAEWOO_MATIZ,Matiz,Матиз,C,1998,2016
DAEWOO,Daewoo,Дэу,1,Южная Корея,1981,2016,DAEWOO_MATIZ_CREATIVE,Matiz Creative,Матиз Криэйтив,C,2009,2011
DAEWOO,Daewoo,Дэу,1,Южная Корея,1981,2016,DAEWOO_MUSSO,Musso,Муссо,C,1999,2002
DAEWOO,Daewoo,Дэу,1,Южная Корея,1981,2016,DAEWOO_NEXIA,Nexia,Нексия,C,1994,2016
DAEWOO,Daewoo,Дэу,1,Южная Корея,1981,2016,DAEWOO_NUBIRA,Nubira,Нубира,C,1997,2005
DAEWOO,Daewoo,Дэу,1,Южная Корея,1981,2016,DAEWOO_PRINCE,Prince,Принц,C,1991,1999
DAEWOO,Daewoo,Дэу,1,Южная Корея,1981,2016,DAEWOO_RACER,Racer,Рейсер,C,1986,1997
DAEWOO,Daewoo,Дэу,1,Южная Корея,1981,2016,DAEWOO_REZZO,Rezzo,Реззо,C,2000,2008
DAEWOO,Daewoo,Дэу,1,Южная Корея,1981,2016,DAEWOO_ROYALE,Royale,Роял,C,1981,1992
DAEWOO,Daewoo,Дэу,1,Южная Корея,1981,2016,DAEWOO_SENS,Sens,Сенс,C,2002,2009
DAEWOO,Daewoo,Дэу,1,Южная Корея,1981,2016,DAEWOO_TACUMA,Tacuma,Такума,C,2000,2011
DAEWOO,Daewoo,Дэу,1,Южная Корея,1981,2016,DAEWOO_TICO,Tico,Тико,C,1991,2001
DAEWOO,Daewoo,Дэу,1,Южная Корея,1981,2016,DAEWOO_TOSCA,Tosca,Тоска,C,2006,2011
DAEWOO,Daewoo,Дэу,1,Южная Корея,1981,2016,DAEWOO_WINDSTORM,Winstorm,Винсторм,C,2006,2011
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_ALTIS,Altis,Алтис,B,2000,2021
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_APPLAUSE,Applause,Апплаус,B,1989,2000
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_ATRAI,Atrai,Атрай,B,1981,2025
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_BEE,Bee,би,B,1951,1952
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_BE_GO,Be-go,Бе-го,B,2006,2016
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_BOON,Boon,Бун,B,2004,2023
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_BOON_LUMINAS,Boon Luminas,Бун Луминас,B,2008,2012
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_CAST,Cast,Каст,B,2015,2023
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_CERIA,Ceria,Цериа,B,2001,2006
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_CHARADE,Charade,Шарад,B,1977,2000
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_CHARMANT,Charmant,Шармант,B,1981,1987
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_COO,Coo,Ку,B,2006,2013
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_COPEN,Copen,Копен,B,2002,2025
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_CUORE,Cuore,Куоре,B,1980,2013
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_DELTA_WAGON,Delta Wagon,дельта вагон,B,1986,2001
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_ESSE,Esse,Эссе,B,2005,2011
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_EXTOL,Extol,Экстол,B,1999,2004
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_FELLOW,Fellow,феллов,B,1966,1976
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_FEROZA,Feroza,Фероза,B,1989,1999
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_GRAN_MOVE,Gran Move,Гран Мув,B,1996,2002
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_HIJET,Hijet,Хайджет,B,1981,2025
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_HIJET_CADDIE,Hijet Caddie,хайджет кадди,B,2016,2021
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_LEEZA,Leeza,Лиза,B,1986,1993
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_MATERIA,Materia,Материя,B,2006,2013
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_MAX,MAX,МАКС,B,2000,2005
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_MEBIUS,Mebius,Мебиус,B,2013,2021
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_MIDGET_II,Midget,Миджет,B,1996,2002
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_MIRA,Mira,Мира,B,1994,2018
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_MIRA_COCOA,Mira Cocoa,Мира Кокоа,B,2009,2018
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_MIRA_E_S,Mira e:S,Мира е:С,B,2011,2023
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_MIRA_GINO,Mira Gino,мира джино,B,1999,2009
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_MIRA_TOCOT,Mira Tocot,Мира Токот,B,2018,2023
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_MOVE,Move,Мув,B,1995,2025
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_MOVE_CANBUS,Move Canbus,Мове Канбус,B,2016,2025
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_MOVE_CONTE,Move Conte,Мове Конте,B,2008,2017
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_MOVE_LATTE,Move Latte,мове латте,B,2004,2009
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_NAKED,Naked,нейкед,B,2000,2004
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_OPTI,Opti,Опти,B,1992,2002
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_PYZAR,Pyzar,Пизар,B,1996,2002
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_ROCKY,Rocky,Роки,B,1989,2025
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_RUGGER,Rugger,Раггер,B,1984,2002
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_SIRION,Sirion,Сирион,B,1998,2015
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_SONICA,Sonica,Соника,B,2006,2009
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_STORIA,Storia,Стория,B,1998,2004
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_TAFT,Taft,Тафт,B,1974,2025
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_TANTO,Tanto,Танто,B,2003,2025
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_TANTO_EXE,Tanto Exe,Танто Экзе,B,2009,2014
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_TERIOS,Terios,Териос,B,1997,2025
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_THOR,Thor,Тор,B,2016,2025
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_TREVIS,Trevis,Тревис,B,2006,2011
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_WAKE,Wake,Вэйк,B,2014,2022
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_WILDCAT,Wildcat,Вайлдкет,B,1985,1987
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_XENIA,Xenia,Ксения,B,2003,2011
DAIHATSU,Daihatsu,Дайхатсу,0,Япония,1951,2025,DAIHATSU_YRV,YRV,ЮРВ,B,2000,2005
DAIMLER,Daimler,Даймлер,0,Великобритания,1951,2009,DAIMLER_DS_420,DS420,дс420,F,1968,1992
DAIMLER,Daimler,Даймлер,0,Великобритания,1951,2009,DAIMLER_REGENCY,Regency,Редженси,F,1951,1958
DAIMLER,Daimler,Даймлер,0,Великобритания,1951,2009,DAIMLER_SOVEREIGN,Sovereign (XJ6),соврин (хж6),F,1969,1993
DAIMLER,Daimler,Даймлер,0,Великобритания,1951,2009,DAIMLER_SP250,SP250,сп250,F,1959,1964
DAIMLER,Daimler,Даймлер,0,Великобритания,1951,2009,DAIMLER_XJ40,XJ40,хж40,F,1986,1994
DAIMLER,Daimler,Даймлер,0,Великобритания,1951,2009,DAIMLER_XJS,XJS,хжс,F,1973,1977
DAIMLER,Daimler,Даймлер,0,Великобритания,1951,2009,DAIMLER_X_300,X300,х300,F,1993,1997
DAIMLER,Daimler,Даймлер,0,Великобритания,1951,2009,DAIMLER_X_308,X308,х308,F,1997,2003
DAIMLER,Daimler,Даймлер,0,Великобритания,1951,2009,DAIMLER_X_350,X350,х350,F,2005,2009
DALLARA,Dallara,Даллара,0,Италия,2017,2025,DALLARA_STRADALE,Stradale,Страдале,S,2017,2025
DATSUN,Datsun,Датсун,0,Япония,1970,2022,DATSUN_200_220_260_280C,200/220/260/280C,200/220/260/280С,B,1975,1979
DATSUN,Datsun,Датсун,0,Япония,1970,2022,DATSUN_240Z,240Z,240з,B,1970,1973
DATSUN,Datsun,Датсун,0,Япония,1970,2022,DATSUN_280Z,280Z,280з,B,1975,1979
DATSUN,Datsun,Датсун,0,Япония,1970,2022,DATSUN_280ZX,280ZX,280зх,B,1978,1983
DATSUN,Datsun,Датсун,0,Япония,1970,2022,DATSUN_620,620,620,B,1972,1979
DATSUN,Datsun,Датсун,0,Япония,1970,2022,DATSUN_720,720,720,B,1980,1986
DATSUN,Datsun,Датсун,0,Япония,1970,2022,DATSUN_BLUEBIRD,Bluebird,Блюбёрд,B,1976,1981
DATSUN,Datsun,Датсун,0,Япония,1970,2022,DATSUN_CHERRY,Cherry,Черри,B,1970,1982
DATSUN,Datsun,Датсун,0,Япония,1970,2022,DATSUN_GO,GO,Го,B,2014,2020
DATSUN,Datsun,Датсун,0,Япония,1970,2022,DATSUN_GO_PLUS,GO+,Го+,B,2014,2022
DATSUN,Datsun,Датсун,0,Япония,1970,2022,DATSUN_LAUREL,Laurel,Лаурель,B,1977,1984
DATSUN,Datsun,Датсун,0,Япония,1970,2022,DATSUN_MI_DO,mi-DO,ми-ДО,B,2015,2020
DATSUN,Datsun,Датсун,0,Япония,1970,2022,DATSUN_ON_DO,on-DO,он-ДО,B,2014,2020
DATSUN,Datsun,Датсун,0,Япония,1970,2022,DATSUN_STANZA,Stanza,Станза,B,1977,1986
DATSUN,Datsun,Датсун,0,Япония,1970,2022,DATSUN_SUNNY,Sunny,Санни,B,1973,1983
DATSUN,Datsun,Датсун,0,Япония,1970,2022,DATSUN_URVAN,Urvan,урван,B,1982,1988
DATSUN,Datsun,Датсун,0,Япония,1970,2022,DATSUN_VIOLET,Violet,Виолет,B,1973,1979
DAYUN,Dayun,Даюн,0,Китай,2018,2025,DAYUN_PICKUP,Pickup,Пикап,M,2018,2025
DAYUN,Dayun,Даюн,0,Китай,2018,2025,DAYUN_YUANZHI_M1,Yuanzhi M1,Юаньчжи М1,M,2020,2025
DAYUN,Dayun,Даюн,0,Китай,2018,2025,DAYUN_YUEHU,Yuehu,Юэху,M,2020,2025
DECO_RIDES,Deco Rides,Деко Райдс,0,США,1999,2025,DECO_RIDES_ZEPHYR,Zephyr,Зефир,S,1999,2025
DELAGE,Delage,Делаж,0,Франция,1923,2025,DELAGE_D12,D12,Д12,F,2020,2025
DELAGE,Delage,Делаж,0,Франция,1923,2025,DELAGE_D6,D6,Д6,F,1930,1940
DELAGE,Delage,Делаж,0,Франция,1923,2025,DELAGE_DI,DI,ДИ,F,1923,1927
DELOREAN,DeLorean,ДеЛориан,0,США,1981,1982,DELOREAN_DMC_12,DMC-12,дмс-12,S,1981,1982
DENZA,Denza,Денза,0,Китай,2014,2025,DENZA_500,500,500,E,2014,2019
DENZA,Denza,Денза,0,Китай,2014,2025,DENZA_D9,D9,Д9,E,2022,2025
DENZA,Denza,Денза,0,Китай,2014,2025,DENZA_N7,N7,Н7,E,2023,2025
DENZA,Denza,Денза,0,Китай,2014,2025,DENZA_N8,N8,Н8,E,2023,2025
DENZA,Denza,Денза,0,Китай,2014,2025,DENZA_N8L,N8L,Н8Л,E,2025,2025
DENZA,Denza,Денза,0,Китай,2014,2025,DENZA_N9,N9,Н9,E,2024,2025
DENZA,Denza,Денза,0,Китай,2014,2025,DENZA_X,X,Икс,E,2019,2022
DENZA,Denza,Денза,0,Китай,2014,2025,DENZA_Z9,Z9,З9,E,2024,2025
DERWAYS,Derways,Дервейс,0,Россия,2004,2008,DERWAYS_ANTELOPE,Antelope,Антилопа,J,2007,2007
DERWAYS,Derways,Дервейс,0,Россия,2004,2008,DERWAYS_AURORA,Aurora,Аврора,J,2006,2008
DERWAYS,Derways,Дервейс,0,Россия,2004,2008,DERWAYS_COWBOY,Cowboy,Ковбой,J,2004,2006
DERWAYS,Derways,Дервейс,0,Россия,2004,2008,DERWAYS_LAND_CROWN,Land Crown,Ленд Краун,J,2006,2007
DERWAYS,Derways,Дервейс,0,Россия,2004,2008,DERWAYS_PLUTUS,Plutus,Плутус,J,2007,2008
DERWAYS,Derways,Дервейс,0,Россия,2004,2008,DERWAYS_SALADIN,Saladin,Саладин,J,2006,2008
DERWAYS,Derways,Дервейс,0,Россия,2004,2008,DERWAYS_SHUTTLE,Shuttle,Шатл,J,2005,2008
DESOTO,DeSoto,Десото,0,США,1946,1960,DESOTO_CUSTOM,Custom,кастом,,1949,1952
